date,station,aqi,split,roll_mean_aqi_7,roll_mean_aqi_30,roll_std_aqi_7,roll_trend_aqi_7,roll_trend_aqi_30,roll_aqi_momentum,roll_episode_flag,roll_mean_pm25_7,roll_mean_pm10_7,roll_std_pm25_7,lag_aqi_1,lag_aqi_7,lag_aqi_14,lag_aqi_30,lag_pm25_1,lag_pm25_7,lag_pm10_1,lag_co_1,lag_no2_1,lag_temperature_1,lag_wind_speed_1,pm25,pm10,co,no2,o3,so2,nh3,temperature,humidity,wind_speed,pressure,sin_month,cos_month,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week,season_Winter,season_Monsoon,season_Summer,season_Spring,year,quarter,is_weekend,is_covid_lockdown,is_diwali,is_stubble_burning,aqi_saturated,station_encoded,station_season_mean_winter,interact_pm25_humidity,interact_pm25_pm10_ratio,interact_co_pm25,interact_pm10_wind_accum,interact_temp_o3,interact_lag_aqi1_winter,interact_wind_speed_sq,interact_pm25_stubble
2016-01-19,noida_sector_62,500.0,train,434.7142857142857,437.8,25.144345194061785,-3.4642857142857144,-0.0378197997775304,-4.381,1,277.4,443.2285714285714,41.73927007826895,437.0,480.0,500.0,446.0,306.9,331.8,436.3,4.19,62.4,16.0,7.1,275.2,571.7,4.04,75.6,25.1,15.5,32.3,10.7,80.6,5.0,1031.9,0.5,0.866025,0.321058,0.94706,0.781831,0.62349,1,0,0,0,2016,1,0,0,0,0,1,1,389.2033,221.8112,0.4814,1111.808,95.2833,2.6857,437.0,25.0,0.0
2016-01-20,noida_sector_62,460.0,train,437.57142857142856,439.6,31.48469015705505,10.0,0.4200222469410455,24.7619,1,269.3142857142857,451.9285714285714,34.25596923999438,500.0,418.0,458.0,432.0,275.2,241.1,571.7,4.04,75.6,10.7,5.0,226.1,490.3,3.65,68.5,32.6,8.5,36.1,14.0,84.6,3.7,1031.4,0.5,0.866025,0.337301,0.941397,0.974928,-0.222521,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,191.2806,0.4611,825.265,104.3191,4.564,500.0,13.69,0.0
2016-01-21,noida_sector_62,455.0,train,443.57142857142856,440.53333333333336,31.13335372692387,9.607142857142858,0.4992213570634038,22.0952,1,267.1714285714286,457.88571428571424,36.69721671034095,460.0,436.0,458.0,447.0,226.1,304.3,490.3,3.65,68.5,14.0,3.7,333.5,438.7,3.87,65.0,29.2,15.0,38.8,14.3,72.6,2.9,1035.0,0.5,0.866025,0.353445,0.935455,0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,242.121,0.7602,1290.645,112.4872,4.1756,460.0,8.41,0.0
2016-01-22,noida_sector_62,390.0,train,446.2857142857143,440.8,31.191421287027207,9.75,0.6371523915461623,25.381,1,271.3428571428572,462.0142857142858,42.7770521480408,455.0,418.0,450.0,412.0,333.5,278.2,438.7,3.87,65.0,14.3,2.9,237.5,387.2,4.07,69.5,41.1,13.2,33.2,11.5,80.3,3.6,1036.1,0.5,0.866025,0.369484,0.929237,-0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,190.7125,0.6134,966.625,84.1739,4.7265,455.0,12.96,0.0
2016-01-23,noida_sector_62,385.0,train,442.2857142857143,440.06666666666666,36.727438814935226,-0.3214285714285714,0.110789766407119,-7.2857,1,265.5285714285714,462.6857142857143,44.42396929157795,390.0,404.0,420.0,411.0,237.5,210.2,387.2,4.07,69.5,11.5,3.6,231.5,415.8,3.76,76.0,28.0,14.6,27.9,11.9,81.5,5.6,1030.5,0.5,0.866025,0.385413,0.922744,-0.974928,-0.222521,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,188.6725,0.5568,870.44,63.0,3.332,390.0,31.36,0.0
2016-01-24,noida_sector_62,411.0,train,439.57142857142856,439.2,40.53334899749129,-11.928571428571429,-0.4449388209121245,-29.5714,1,268.57142857142856,460.0142857142858,40.56438151407043,385.0,450.0,438.0,499.0,231.5,269.3,415.8,3.76,76.0,11.9,5.6,231.2,441.6,3.41,84.7,13.3,16.0,33.3,16.0,76.9,4.1,1033.7,0.5,0.866025,0.401229,0.915978,-0.781831,0.62349,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,177.7928,0.5236,788.392,86.5882,2.128,385.0,16.81,0.0
2016-01-25,noida_sector_62,426.0,train,434.0,436.26666666666665,41.52910625894459,-13.5,-0.2144605116796441,-38.6667,1,263.12857142857143,454.5142857142858,42.93703585040612,411.0,437.0,399.0,430.0,231.2,306.9,441.6,3.41,84.7,16.0,4.1,290.3,414.6,4.17,78.6,28.7,13.5,33.2,8.7,82.6,6.3,1032.6,0.5,0.866025,0.416926,0.90894,0.0,1.0,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,239.7878,0.7002,1210.551,56.7945,2.4969,411.0,39.69,0.0
2016-01-26,noida_sector_62,463.0,train,432.4285714285714,436.1333333333333,41.60471584991807,-13.928571428571429,-0.3239154616240267,-25.0952,1,260.75714285714287,451.4142857142857,40.50620763713719,426.0,500.0,480.0,401.0,290.3,275.2,414.6,4.17,78.6,8.7,6.3,345.4,443.4,3.82,66.8,32.8,17.5,33.1,11.2,80.0,6.3,1032.5,0.5,0.866025,0.432499,0.901634,0.781831,0.62349,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,276.32,0.779,1319.428,60.7397,3.6736,426.0,39.69,0.0
2016-01-27,noida_sector_62,441.0,train,427.1428571428572,438.2,33.062710976913195,-1.0,-0.3928809788654059,6.1905,1,270.7857142857143,433.0857142857143,51.7949942424115,463.0,460.0,418.0,435.0,345.4,226.1,443.4,3.82,66.8,11.2,6.3,311.6,458.7,3.89,69.4,32.5,14.0,33.8,13.1,78.0,4.2,1032.5,0.5,0.866025,0.447945,0.894061,0.974928,-0.222521,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,243.048,0.6793,1212.124,88.2115,4.2575,463.0,17.64,0.0
2016-01-28,noida_sector_62,437.0,train,424.4285714285714,438.4,30.60423251151849,5.178571428571429,-0.3968854282536151,18.9048,1,283.0,428.57142857142856,49.53281740422213,441.0,455.0,436.0,421.0,311.6,333.5,458.7,3.89,69.4,13.1,4.2,306.9,323.1,3.59,61.4,43.2,15.6,37.3,13.7,75.7,0.9,1035.1,0.5,0.866025,0.463258,0.886224,0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,232.3233,0.9499,1101.771,170.0526,5.9184,441.0,0.81,0.0
2016-01-29,noida_sector_62,416.0,train,421.8571428571428,438.9333333333333,28.27500999957783,10.892857142857142,-0.5259176863181314,25.1429,1,279.2,412.0571428571429,45.90003631080638,437.0,390.0,418.0,438.0,306.9,237.5,323.1,3.59,61.4,13.7,0.9,274.1,419.2,3.88,66.2,32.3,14.7,32.5,11.5,80.6,3.6,1033.1,0.5,0.866025,0.478434,0.878124,-0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,220.9246,0.6539,1063.508,91.1304,3.7145,437.0,12.96,0.0
2016-01-30,noida_sector_62,444.0,train,425.57142857142856,438.2,24.898842964130257,5.714285714285714,-0.6803114571746385,5.7619,1,284.42857142857144,416.6285714285714,42.301761755499705,416.0,385.0,404.0,419.0,274.1,231.5,419.2,3.88,66.2,11.5,3.6,271.6,474.0,3.69,71.1,34.0,14.4,25.4,11.6,81.3,3.5,1033.5,0.5,0.866025,0.493468,0.869764,-0.974928,-0.222521,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,220.8108,0.573,1002.204,105.3333,3.944,416.0,12.25,0.0
2016-01-31,noida_sector_62,404.0,train,434.0,439.03333333333336,17.86990020490815,1.8928571428571428,-0.7753058954393772,-1.6667,1,290.15714285714284,424.9428571428572,36.21707042923544,444.0,411.0,450.0,429.0,271.6,231.2,474.0,3.69,71.1,11.6,3.5,256.6,346.3,3.86,72.0,31.3,17.8,35.8,8.7,81.1,0.9,1030.2,0.5,0.866025,0.508356,0.861147,-0.781831,0.62349,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,208.1026,0.741,990.476,182.2632,2.7231,444.0,0.81,0.0
2016-02-01,noida_sector_62,414.0,train,433.0,438.2,19.493588689619013,-4.607142857142857,-1.0705228031145717,-11.6667,1,293.7857142857143,411.32857142857137,30.07775637529232,404.0,426.0,437.0,450.0,256.6,290.3,346.3,3.86,72.0,8.7,0.9,271.4,415.7,3.74,73.0,22.1,17.6,26.5,14.3,79.6,7.3,1031.6,0.866025,0.5,0.523094,0.852275,0.0,1.0,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,216.0344,0.6529,1015.036,50.0843,3.1603,404.0,53.29,0.0
2016-02-02,noida_sector_62,412.0,train,431.2857142857143,437.0,20.701966780271626,-7.642857142857143,-1.1452725250278086,-10.619,1,291.0857142857143,411.4857142857143,31.267577913414367,414.0,463.0,500.0,433.0,271.4,345.4,415.7,3.74,73.0,14.3,7.3,261.6,442.6,3.29,64.4,31.7,12.6,31.2,14.5,76.2,1.3,1034.3,0.866025,0.5,0.537677,0.843151,0.781831,0.62349,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,199.3392,0.5911,860.664,192.4348,4.5965,414.0,1.69,0.0
2016-02-03,noida_sector_62,450.0,train,424.0,436.3,16.155494421404633,-5.178571428571429,-1.3341490545050056,-14.0,1,279.1142857142857,411.37142857142857,21.53341810391712,412.0,441.0,460.0,465.0,261.6,311.6,442.6,3.29,64.4,14.5,1.3,285.6,480.6,3.68,69.5,28.7,10.7,36.4,13.3,82.1,7.0,1035.5,0.866025,0.5,0.552101,0.833777,0.974928,-0.222521,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,234.4776,0.5943,1051.008,60.075,3.8171,412.0,49.0,0.0
2016-02-04,noida_sector_62,396.0,train,425.2857142857143,435.8,17.98809129873055,0.0357142857142857,-1.0478309232480534,0.0476,1,275.40000000000003,414.5,16.69480957263895,450.0,437.0,455.0,500.0,285.6,306.9,480.6,3.68,69.5,13.3,7.0,245.1,413.3,4.01,63.9,27.7,16.7,27.7,15.4,74.5,5.8,1031.8,0.866025,0.5,0.566362,0.824157,0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,182.5995,0.593,982.851,60.7794,4.2658,450.0,33.64,0.0
2016-02-05,noida_sector_62,423.0,train,419.4285714285714,432.3333333333333,20.090272462539687,-1.4285714285714286,-0.8618464961067854,-0.0952,1,266.57142857142856,427.3857142857143,13.244711433337926,396.0,416.0,390.0,458.0,245.1,274.1,413.3,4.01,63.9,15.4,5.8,284.5,418.2,3.71,62.9,28.5,14.4,25.7,13.1,77.1,5.1,1032.0,0.866025,0.5,0.580455,0.814292,-0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,219.3495,0.6803,1055.495,68.5574,3.7335,396.0,26.01,0.0
2016-02-06,noida_sector_62,424.0,train,420.4285714285714,431.1666666666667,20.065369361641,-1.5357142857142858,-0.7450500556173526,2.5714,1,268.0571428571429,427.24285714285713,14.729998545243255,423.0,444.0,385.0,458.0,284.5,271.6,418.2,3.71,62.9,13.1,5.1,257.6,454.4,4.12,69.9,27.9,12.9,31.4,14.3,84.1,0.9,1032.6,0.866025,0.5,0.594376,0.804187,-0.974928,-0.222521,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,216.6416,0.5669,1061.312,239.1579,3.9897,423.0,0.81,0.0
2016-02-07,noida_sector_62,444.0,train,417.57142857142856,430.03333333333336,17.39594917269762,2.2142857142857144,-0.6062291434927698,-3.2381,1,266.0571428571429,424.4428571428571,15.114215950870063,424.0,404.0,411.0,450.0,257.6,256.6,454.4,4.12,69.9,14.3,0.9,276.0,474.7,3.74,73.6,47.6,14.8,31.1,14.7,78.8,2.9,1030.2,0.866025,0.5,0.608121,0.793844,-0.781831,0.62349,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,217.488,0.5814,1032.24,121.7179,6.9972,424.0,8.41,0.0
2016-02-08,noida_sector_62,474.0,train,423.2857142857143,429.8333333333333,18.714649214936717,3.107142857142857,-0.3784204671857619,7.0476,1,268.8285714285715,442.7857142857143,14.867718305747488,444.0,414.0,426.0,420.0,276.0,271.4,474.7,3.74,73.6,14.7,2.9,359.4,504.3,3.79,60.8,23.4,16.4,30.9,8.3,75.6,5.6,1032.6,0.866025,0.5,0.621687,0.783266,0.0,1.0,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,271.7064,0.7127,1362.126,76.4091,1.9422,444.0,31.36,0.0
2016-02-09,noida_sector_62,448.0,train,431.8571428571428,431.6333333333333,26.053973282583357,7.214285714285714,-0.1612903225806452,15.4762,1,281.4,455.4428571428571,37.45348225910836,474.0,412.0,463.0,438.0,359.4,261.6,504.3,3.79,60.8,8.3,5.6,322.4,468.1,3.92,78.8,27.7,14.2,28.4,13.9,69.4,6.8,1030.5,0.866025,0.5,0.635068,0.772456,0.781831,0.62349,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,223.7456,0.6887,1263.808,60.0128,3.8503,474.0,46.24,0.0
2016-02-10,noida_sector_62,414.0,train,437.0,431.9666666666666,25.013329779673768,6.107142857142857,-0.0117908787541713,18.3333,1,290.0857142857143,459.0857142857143,39.10977834128919,448.0,450.0,441.0,399.0,322.4,285.6,468.1,3.92,78.8,13.9,6.8,271.3,360.9,3.53,82.5,29.4,13.2,33.9,13.8,78.1,4.1,1031.2,0.866025,0.5,0.648262,0.761418,0.974928,-0.222521,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,211.8853,0.7517,957.689,70.7647,4.0572,448.0,16.81,0.0
2016-02-11,noida_sector_62,472.0,train,431.8571428571428,432.4666666666666,25.589246253251908,5.5,-0.3550611790878754,13.4762,1,288.04285714285714,441.9857142857143,39.75134618864543,414.0,396.0,437.0,480.0,271.3,245.1,360.9,3.53,82.5,13.8,4.1,235.7,502.6,3.84,59.9,36.0,12.2,29.1,11.2,77.6,4.3,1031.6,0.866025,0.5,0.661263,0.750154,0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,182.9032,0.469,905.088,94.8302,4.032,414.0,18.49,0.0
2016-02-12,noida_sector_62,384.0,train,442.7142857142857,432.2,23.907560071481196,4.678571428571429,0.2278086763070077,1.9524,1,286.7,454.74285714285713,41.56136026006221,472.0,423.0,416.0,418.0,235.7,284.5,502.6,3.84,59.9,11.2,4.3,218.1,417.7,3.83,61.1,42.3,12.3,27.6,14.2,76.5,3.4,1031.1,0.866025,0.5,0.674069,0.738668,-0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,166.8465,0.5221,835.323,94.9318,6.0066,472.0,11.56,0.0
2016-02-13,noida_sector_62,414.0,train,437.1428571428572,431.06666666666666,32.328669275782225,-4.428571428571429,-0.1810901001112346,-13.8095,1,277.2142857142857,454.67142857142863,49.04988714127118,384.0,424.0,444.0,436.0,218.1,257.6,417.7,3.83,61.1,14.2,3.4,272.1,407.4,3.34,72.6,28.7,12.4,37.8,14.8,84.1,2.3,1031.6,0.866025,0.5,0.686676,0.726964,-0.974928,-0.222521,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,228.8361,0.6679,908.814,123.4545,4.2476,384.0,5.29,0.0
2016-02-14,noida_sector_62,386.0,train,435.7142857142857,430.3333333333333,33.215028153505195,-8.785714285714286,-0.257174638487208,-12.381,1,279.2857142857143,447.95714285714286,48.38517088845273,414.0,444.0,404.0,418.0,272.1,276.0,407.4,3.34,72.6,14.8,2.3,232.9,374.4,3.49,66.0,35.6,13.9,28.2,14.7,81.0,4.1,1028.2,0.866025,0.5,0.699079,0.715044,-0.781831,0.62349,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,188.649,0.6221,812.821,73.4118,5.2332,414.0,16.81,0.0
2016-02-15,noida_sector_62,401.0,train,427.4285714285714,429.26666666666665,37.73087658164183,-12.928571428571429,-0.6282536151279199,-32.7619,1,273.12857142857143,433.6285714285714,51.51409885606456,386.0,474.0,414.0,404.0,232.9,359.4,374.4,3.49,66.0,14.7,4.1,252.8,423.7,3.79,65.7,11.9,16.1,36.0,11.3,86.2,5.6,1029.3,0.866025,0.5,0.711276,0.702913,0.0,1.0,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,217.9136,0.5966,958.112,64.197,1.3447,386.0,31.36,0.0
2016-02-16,noida_sector_62,496.0,train,417.0,429.1666666666667,32.429410519876825,-9.107142857142858,-0.9848720800889876,-16.6667,1,257.9,422.11428571428576,34.807422580057235,401.0,448.0,412.0,450.0,252.8,322.4,423.7,3.79,65.7,11.3,5.6,243.3,526.5,3.88,61.8,32.1,16.5,32.1,11.3,73.4,4.5,1027.9,0.866025,0.5,0.723262,0.690574,0.781831,0.62349,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,178.5822,0.4621,944.004,95.7273,3.6273,401.0,20.25,0.0
2016-02-17,noida_sector_62,433.0,train,423.8571428571428,430.7,43.32215973159188,3.7857142857142856,-0.4100111234705229,3.8095,1,246.60000000000005,430.45714285714286,20.118068164380947,496.0,414.0,450.0,437.0,243.3,271.3,526.5,3.88,61.8,11.3,4.5,300.3,356.8,3.49,74.4,42.4,14.7,39.7,12.9,72.6,4.3,1029.2,0.866025,0.5,0.735034,0.678031,0.974928,-0.222521,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,218.0178,0.8416,1048.047,67.3208,5.4696,496.0,18.49,0.0
2016-02-18,noida_sector_62,383.0,train,426.57142857142856,430.56666666666666,43.19667094756749,3.357142857142857,-0.3517241379310344,16.7619,1,250.7428571428572,429.87142857142857,27.634148991351303,433.0,472.0,396.0,500.0,300.3,235.7,356.8,3.49,74.4,12.9,4.3,228.9,390.8,3.03,64.0,36.4,12.8,33.4,14.1,75.2,4.2,1029.8,0.866025,0.5,0.746588,0.665287,0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,172.1328,0.5857,693.567,75.1538,5.1324,433.0,17.64,0.0
2016-02-19,noida_sector_62,400.0,train,413.8571428571428,426.6666666666667,40.617847355682855,5.178571428571429,-0.1797552836484983,23.4762,1,249.77142857142857,413.9,28.361048069827376,383.0,384.0,423.0,460.0,228.9,218.1,390.8,3.03,64.0,14.1,4.2,250.1,370.5,3.5,65.1,34.3,17.5,31.6,16.4,74.5,9.3,1028.7,0.866025,0.5,0.757922,0.652346,-0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,186.3245,0.675,875.35,35.9709,5.6252,383.0,86.49,0.0
2016-02-20,noida_sector_62,455.0,train,416.1428571428572,424.6666666666667,39.078675222464845,-0.5714285714285714,-0.1219132369299221,-10.8095,1,254.3428571428572,407.1571428571429,24.75492255039797,400.0,414.0,424.0,455.0,250.1,272.1,370.5,3.5,65.1,16.4,9.3,282.2,485.3,3.91,65.4,31.5,14.9,31.1,13.3,78.4,5.3,1030.2,0.866025,0.5,0.769031,0.639212,-0.974928,-0.222521,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,221.2448,0.5815,1103.402,77.0317,4.1895,400.0,28.09,0.0
2016-02-21,noida_sector_62,418.0,train,422.0,424.6666666666667,41.6893271713521,3.2857142857142856,0.2829810901001112,-9.3333,1,255.7857142857143,418.2857142857143,26.21376410535961,455.0,386.0,444.0,390.0,282.2,232.9,485.3,3.91,65.4,13.3,5.3,277.0,413.8,3.26,72.2,34.4,13.0,27.7,10.6,71.4,7.0,1028.6,0.866025,0.5,0.779913,0.625889,-0.781831,0.62349,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,197.778,0.6694,903.02,51.725,3.6464,455.0,49.0,0.0
2016-02-22,noida_sector_62,415.0,train,426.57142857142856,425.6,38.73352184201373,-2.2857142857142856,0.0008898776418241,-2.2381,1,262.0857142857143,423.9142857142857,25.071326821120568,418.0,401.0,474.0,385.0,277.0,252.8,413.8,3.26,72.2,10.6,7.0,273.4,401.3,3.82,75.5,26.4,17.5,32.7,17.8,73.9,6.9,1028.7,0.866025,0.5,0.790563,0.61238,0.0,1.0,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,202.0426,0.6813,1044.388,50.7975,4.6992,418.0,47.61,0.0
2016-02-23,noida_sector_62,471.0,train,428.57142857142856,426.6,37.536014452155456,-7.178571428571429,-0.3474972191323693,0.7619,1,265.0285714285714,420.7142857142857,25.008646123938657,415.0,496.0,448.0,411.0,273.4,243.3,401.3,3.82,75.5,17.8,6.9,291.4,501.5,4.27,62.8,28.1,17.6,31.1,17.4,67.1,4.7,1028.9,0.866025,0.5,0.80098,0.598691,0.781831,0.62349,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,195.5294,0.5811,1244.278,87.9825,4.8894,415.0,22.09,0.0
2016-02-24,noida_sector_62,384.0,train,425.0,428.6,30.5995642670508,7.0,-0.1686318131256952,9.6667,1,271.9,417.1428571428572,24.64886745200838,471.0,433.0,414.0,426.0,291.4,300.3,501.5,4.27,62.8,17.4,4.7,230.1,395.4,3.3,60.0,31.5,15.0,32.8,15.3,71.3,6.6,1028.5,0.866025,0.5,0.81116,0.584824,0.974928,-0.222521,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,164.0613,0.5819,759.33,52.0263,4.8195,471.0,43.56,0.0
2016-02-25,noida_sector_62,428.0,train,418.0,427.2,33.891985286593915,3.75,-0.4743047830923248,5.3333,1,261.87142857142857,422.6571428571429,25.436438055521677,384.0,383.0,472.0,463.0,230.1,228.9,395.4,3.3,60.0,15.3,6.6,227.4,458.3,3.42,68.3,24.4,13.4,28.9,15.8,76.2,7.1,1030.7,0.866025,0.5,0.8211,0.570784,0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,173.2788,0.4962,777.708,56.5802,3.8552,384.0,50.41,0.0
2016-02-26,noida_sector_62,425.0,train,424.4285714285714,426.03333333333336,30.21510186897305,-0.1785714285714285,-0.2222469410456062,3.2381,1,261.65714285714284,432.3,25.76469529820864,428.0,400.0,384.0,441.0,227.4,250.1,458.3,3.42,68.3,15.8,7.1,288.0,443.8,3.7,73.1,26.3,14.9,27.3,14.0,69.6,2.2,1026.0,0.866025,0.5,0.830797,0.556576,-0.433884,-0.900969,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,200.448,0.6489,1065.6,138.6875,3.682,428.0,4.84,0.0
2016-02-27,noida_sector_62,391.0,train,428.0,425.5,28.26069119230292,-3.607142857142857,-0.1256952169076751,-15.6667,1,267.07142857142856,442.7714285714286,26.888951528196948,425.0,455.0,414.0,437.0,288.0,282.2,443.8,3.7,73.1,14.0,2.2,239.4,360.0,3.61,71.1,24.7,12.7,25.8,15.5,74.6,4.1,1027.2,0.866025,0.5,0.840248,0.542202,-0.974928,-0.222521,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,178.5924,0.665,864.234,70.5882,3.8285,425.0,16.81,0.0
2016-02-28,noida_sector_62,406.0,train,418.8571428571428,423.9666666666666,28.42199014512455,-3.7142857142857135,-0.2689655172413793,-4.1905,1,260.95714285714286,424.8714285714286,27.728556708614807,391.0,418.0,386.0,416.0,239.4,277.0,360.0,3.61,71.1,15.5,4.1,260.0,427.2,3.5,64.5,30.6,12.7,29.7,15.2,71.8,5.9,1029.4,0.866025,0.5,0.84945,0.527668,-0.781831,0.62349,1,0,0,0,2016,1,1,0,0,0,0,1,389.2033,186.68,0.6086,910.0,61.913,4.6512,391.0,34.81,0.0
2016-02-29,noida_sector_62,430.0,train,417.1428571428572,423.6333333333333,28.841108227832635,-5.214285714285714,-0.4398220244716351,-9.8095,1,258.5285714285714,426.7857142857143,26.818818907980592,406.0,415.0,401.0,444.0,260.0,273.4,427.2,3.5,64.5,15.2,5.9,295.2,448.7,3.24,58.5,32.4,15.6,21.8,12.9,74.0,5.0,1027.0,0.866025,0.5,0.858402,0.512978,0.0,1.0,1,0,0,0,2016,1,0,0,0,0,0,1,389.2033,218.448,0.6579,956.448,74.7833,4.1796,406.0,25.0,0.0
2016-03-01,noida_sector_62,421.0,train,419.2857142857143,423.1666666666667,29.210239561464206,-4.142857142857143,-0.2582869855394883,-10.2857,1,261.6428571428572,433.5571428571428,29.919996498599406,430.0,471.0,496.0,404.0,295.2,291.4,448.7,3.24,58.5,12.9,5.0,182.4,451.6,3.42,62.4,21.7,14.6,30.8,11.3,70.8,8.9,1026.9,1.0,0.0,0.867099,0.498137,0.781831,0.62349,0,0,0,1,2016,1,0,0,0,0,0,1,389.2033,129.1392,0.4039,623.808,45.6162,2.4521,0.0,79.21,0.0
2016-03-02,noida_sector_62,388.0,train,412.1428571428572,423.73333333333335,18.667516987436148,3.4285714285714284,-0.4044493882091212,6.8571,1,246.07142857142856,426.4285714285714,38.87564422984809,421.0,384.0,433.0,414.0,182.4,230.1,451.6,3.42,62.4,11.3,8.9,234.5,400.1,3.4,61.9,8.4,12.3,27.0,14.3,70.4,8.4,1026.7,1.0,0.0,0.875539,0.483147,0.974928,-0.222521,0,0,0,1,2016,1,0,0,0,0,0,1,389.2033,165.088,0.5861,797.3,42.5638,1.2012,0.0,70.56,0.0
2016-03-03,noida_sector_62,423.0,train,412.7142857142857,422.8666666666667,17.69853370305355,-3.1785714285714284,-0.7021134593993326,0.2857,1,246.7,427.1,38.609023124998565,388.0,428.0,383.0,412.0,234.5,227.4,400.1,3.4,61.9,14.3,8.4,285.3,449.4,3.26,63.9,24.5,14.4,26.0,11.0,75.5,6.4,1026.7,1.0,0.0,0.88372,0.468015,0.433884,-0.900969,0,0,0,1,2016,1,0,0,0,0,0,1,389.2033,215.4015,0.6348,930.078,60.7297,2.695,0.0,40.96,0.0
2016-03-04,noida_sector_62,375.0,train,412.0,423.23333333333335,17.06848948599025,0.1071428571428571,-0.7761957730812014,-1.3333,1,254.97142857142856,425.8285714285715,39.96351312075041,423.0,425.0,400.0,450.0,285.3,288.0,449.4,3.26,63.9,11.0,6.4,218.6,317.7,3.12,59.2,24.1,13.9,34.7,17.6,68.8,4.3,1025.6,1.0,0.0,0.89164,0.452745,-0.433884,-0.900969,0,0,0,1,2016,1,0,0,0,0,0,1,389.2033,150.3968,0.6881,682.032,59.9434,4.2416,0.0,18.49,0.0
2016-03-05,noida_sector_62,424.0,train,404.8571428571428,420.73333333333335,20.78002704063552,-2.0,-0.9027808676307008,-9.5238,1,245.05714285714285,407.8142857142857,39.0009340547488,375.0,391.0,455.0,396.0,218.6,239.4,317.7,3.12,59.2,17.6,4.3,287.0,336.9,3.61,70.9,8.0,17.5,27.7,15.4,80.7,9.5,1026.6,1.0,0.0,0.899296,0.43734,-0.974928,-0.222521,0,0,0,1,2016,1,1,0,0,0,0,1,389.2033,231.609,0.8519,1036.07,32.0857,1.232,0.0,90.25,0.0
2016-03-06,noida_sector_62,358.0,train,409.57142857142856,421.6666666666667,20.85551200408192,-1.9285714285714288,-1.0522803114571746,-2.2381,1,251.8571428571429,404.5142857142857,41.89263487944947,424.0,406.0,418.0,423.0,287.0,260.0,336.9,3.61,70.9,15.4,9.5,195.6,353.2,3.58,68.8,22.5,13.3,36.5,17.3,71.1,3.9,1021.4,1.0,0.0,0.906686,0.421806,-0.781831,0.62349,0,0,0,1,2016,1,1,0,0,0,0,1,389.2033,139.0716,0.5538,700.248,72.0816,3.8925,0.0,15.21,0.0
2016-03-07,noida_sector_62,414.0,train,402.7142857142857,419.5,28.657252053155972,-7.964285714285714,-1.453837597330367,-17.0476,1,242.65714285714287,393.9428571428571,46.611938997888345,358.0,430.0,415.0,424.0,195.6,295.2,353.2,3.58,68.8,17.3,3.9,272.3,379.1,3.26,68.2,22.1,14.7,28.5,12.6,64.4,4.6,1023.2,1.0,0.0,0.913808,0.406147,0.0,1.0,0,0,0,1,2016,1,0,0,0,0,0,1,389.2033,175.3612,0.7183,887.698,67.6964,2.7846,0.0,21.16,0.0
