date,station,aqi,aqi_category,pm25,pm10,no2,nh3,so2,co,o3,pb,temperature,humidity,wind_speed,wind_direction,pressure,year,month,day_of_week,day_of_year,season,aqi_saturated,split
2024-02-10,noida_sector_1,336.0,Very Poor,167.6,308.5,51.4,20.1,10.6,3.05,25.1,0.09,12.8,72.6,5.5,347.0,1031.4,2024,2,5,41,Winter,0,Validation
2024-02-11,noida_sector_1,338.0,Very Poor,169.7,327.6,49.1,23.2,11.1,2.95,36.2,0.08,12.4,86.0,5.0,0.0,1029.4,2024,2,6,42,Winter,0,Validation
2024-02-12,noida_sector_1,354.0,Very Poor,191.2,316.3,50.0,16.5,11.8,2.93,36.8,0.08,11.6,81.5,7.8,356.0,1031.3,2024,2,0,43,Winter,0,Validation
2024-02-13,noida_sector_1,350.0,Very Poor,186.0,295.8,40.2,20.3,10.7,2.47,41.3,0.08,14.8,83.6,4.1,308.0,1030.1,2024,2,1,44,Winter,0,Validation
2024-02-14,noida_sector_1,363.0,Very Poor,203.1,326.0,45.1,17.2,14.0,3.0,24.0,0.08,12.4,71.6,6.5,319.0,1028.9,2024,2,2,45,Winter,0,Validation
2024-02-15,noida_sector_1,367.0,Very Poor,208.1,358.8,46.8,22.7,9.7,2.92,27.1,0.08,12.7,71.4,5.0,326.0,1029.3,2024,2,3,46,Winter,0,Validation
2024-02-16,noida_sector_1,356.0,Very Poor,193.4,321.4,49.2,20.4,12.6,2.85,33.3,0.08,15.1,78.5,4.8,306.0,1028.8,2024,2,4,47,Winter,0,Validation
2024-02-17,noida_sector_1,341.0,Very Poor,173.6,370.8,49.5,22.6,13.0,2.64,32.8,0.09,12.2,75.7,4.1,312.0,1027.6,2024,2,5,48,Winter,0,Validation
2024-02-18,noida_sector_1,426.0,Severe,215.9,456.2,58.0,20.9,11.9,2.72,30.5,0.07,13.2,76.6,1.3,9.0,1027.8,2024,2,6,49,Winter,0,Validation
2024-02-19,noida_sector_1,346.0,Very Poor,180.3,320.3,50.8,17.1,12.0,2.77,32.8,0.09,14.1,83.4,3.2,343.0,1029.6,2024,2,0,50,Winter,0,Validation
2024-02-20,noida_sector_1,380.0,Very Poor,224.5,310.0,57.9,16.5,11.7,2.94,36.4,0.09,13.8,68.9,7.4,359.0,1030.0,2024,2,1,51,Winter,0,Validation
2024-02-21,noida_sector_1,358.0,Very Poor,196.0,337.9,47.8,18.8,10.9,2.9,34.4,0.07,13.6,75.2,6.0,12.0,1026.5,2024,2,2,52,Winter,0,Validation
2024-02-22,noida_sector_1,344.0,Very Poor,177.9,357.5,58.6,25.0,12.0,2.84,27.3,0.08,12.6,70.7,2.3,353.0,1025.6,2024,2,3,53,Winter,0,Validation
2024-02-23,noida_sector_1,344.0,Very Poor,178.1,367.9,33.8,20.3,8.8,2.5,41.8,0.07,15.3,65.4,3.0,315.0,1026.8,2024,2,4,54,Winter,0,Validation
2024-02-24,noida_sector_1,374.0,Very Poor,216.9,375.2,49.0,21.5,13.6,2.76,30.5,0.08,11.8,73.3,4.4,337.0,1026.7,2024,2,5,55,Winter,0,Validation
2024-02-25,noida_sector_1,329.0,Very Poor,158.1,323.5,43.7,24.4,13.8,2.64,35.7,0.08,17.3,69.7,4.9,3.0,1028.4,2024,2,6,56,Winter,0,Validation
2024-02-26,noida_sector_1,353.0,Very Poor,188.9,264.0,52.4,19.7,12.2,2.52,39.2,0.07,17.1,64.7,7.1,281.0,1028.2,2024,2,0,57,Winter,0,Validation
2024-02-27,noida_sector_1,370.0,Very Poor,211.3,318.7,47.4,19.5,12.9,2.58,38.0,0.09,10.8,72.4,5.4,357.0,1025.8,2024,2,1,58,Winter,0,Validation
2024-02-28,noida_sector_1,368.0,Very Poor,209.6,370.4,52.3,19.9,13.7,2.62,25.9,0.08,12.3,77.2,4.0,320.0,1028.2,2024,2,2,59,Winter,0,Validation
2024-02-29,noida_sector_1,324.0,Very Poor,151.9,319.1,45.4,26.1,12.6,2.71,22.3,0.08,14.7,70.7,5.7,353.0,1025.6,2024,2,3,60,Winter,0,Validation
2024-03-01,noida_sector_1,357.0,Very Poor,195.1,285.0,54.7,19.1,14.0,2.91,12.9,0.06,15.1,70.6,9.0,270.0,1025.4,2024,3,4,61,Spring,0,Validation
2024-03-02,noida_sector_1,334.0,Very Poor,164.6,368.0,49.3,23.8,11.5,2.87,18.5,0.07,17.6,67.0,7.1,341.0,1025.8,2024,3,5,62,Spring,0,Validation
2024-03-03,noida_sector_1,344.0,Very Poor,177.6,322.6,44.4,26.9,15.5,2.48,11.9,0.08,14.9,83.0,7.0,16.0,1025.6,2024,3,6,63,Spring,0,Validation
2024-03-04,noida_sector_1,356.0,Very Poor,193.0,271.5,51.7,20.8,11.3,2.58,33.4,0.09,13.9,75.3,6.6,23.0,1024.8,2024,3,0,64,Spring,0,Validation
2024-03-05,noida_sector_1,339.0,Very Poor,171.7,294.6,55.0,20.6,10.7,2.69,31.7,0.07,15.2,75.9,4.8,349.0,1022.2,2024,3,1,65,Spring,0,Validation
2024-03-06,noida_sector_1,353.0,Very Poor,190.1,314.6,53.1,25.6,10.2,2.61,24.8,0.08,15.8,58.8,7.2,275.0,1024.8,2024,3,2,66,Spring,0,Validation
2024-03-07,noida_sector_1,357.0,Very Poor,194.1,249.7,51.9,23.4,9.9,2.38,17.6,0.06,18.4,75.0,4.2,11.0,1022.4,2024,3,3,67,Spring,0,Validation
2024-03-08,noida_sector_1,295.0,Poor,118.7,281.2,39.8,23.1,12.4,2.95,27.1,0.08,17.3,70.5,6.4,14.0,1023.6,2024,3,4,68,Spring,0,Validation
2024-03-09,noida_sector_1,318.0,Very Poor,143.9,286.8,51.0,22.2,9.0,2.21,18.0,0.07,14.7,67.7,8.0,24.0,1023.9,2024,3,5,69,Spring,0,Validation
2024-03-10,noida_sector_1,359.0,Very Poor,197.2,318.6,56.2,17.6,12.0,2.96,20.6,0.08,19.9,67.8,7.0,346.0,1021.5,2024,3,6,70,Spring,0,Validation
2024-03-11,noida_sector_1,333.0,Very Poor,163.7,291.5,45.8,21.7,11.1,2.01,49.6,0.06,18.2,78.1,6.6,329.0,1024.8,2024,3,0,71,Spring,0,Validation
2024-03-12,noida_sector_1,357.0,Very Poor,194.2,300.1,40.8,21.5,12.1,2.27,24.8,0.07,18.0,67.7,4.9,334.0,1023.5,2024,3,1,72,Spring,0,Validation
2024-03-13,noida_sector_1,327.0,Very Poor,156.0,287.9,55.1,28.2,12.3,2.57,24.6,0.07,18.4,72.4,6.6,31.0,1022.5,2024,3,2,73,Spring,0,Validation
2024-03-14,noida_sector_1,351.0,Very Poor,186.7,265.7,37.2,18.9,11.6,2.21,49.6,0.08,18.2,74.7,7.1,342.0,1020.9,2024,3,3,74,Spring,0,Validation
2024-03-15,noida_sector_1,359.0,Very Poor,196.8,266.6,36.3,21.9,13.4,2.09,38.5,0.07,15.2,59.8,3.6,1.0,1021.0,2024,3,4,75,Spring,0,Validation
2024-03-16,noida_sector_1,323.0,Very Poor,150.9,272.8,43.3,20.0,7.7,2.01,35.5,0.07,19.7,71.0,2.2,349.0,1020.7,2024,3,5,76,Spring,0,Validation
2024-03-17,noida_sector_1,351.0,Very Poor,187.5,317.8,43.8,17.9,12.3,2.54,39.9,0.07,19.5,72.7,7.2,350.0,1022.7,2024,3,6,77,Spring,0,Validation
2024-03-18,noida_sector_1,333.0,Very Poor,162.9,242.6,49.3,20.5,10.4,2.05,34.2,0.06,20.4,69.7,7.9,331.0,1022.4,2024,3,0,78,Spring,0,Validation
2024-03-19,noida_sector_1,339.0,Very Poor,171.1,259.4,34.9,20.5,11.2,2.63,46.3,0.06,17.0,61.1,5.5,22.0,1021.7,2024,3,1,79,Spring,0,Validation
2024-03-20,noida_sector_1,318.0,Very Poor,143.7,271.1,38.8,20.0,14.5,2.24,40.0,0.08,17.3,75.9,9.0,323.0,1022.3,2024,3,2,80,Spring,0,Validation
2024-03-21,noida_sector_1,326.0,Very Poor,154.7,232.0,46.9,21.3,10.8,2.3,43.5,0.06,19.5,72.7,6.5,354.0,1020.7,2024,3,3,81,Spring,0,Validation
2024-03-22,noida_sector_1,346.0,Very Poor,180.6,293.8,53.0,23.2,11.9,2.25,42.7,0.06,16.4,66.9,6.1,24.0,1022.0,2024,3,4,82,Spring,0,Validation
2024-03-23,noida_sector_1,355.0,Very Poor,192.1,347.4,49.5,22.4,11.1,2.06,31.3,0.08,22.2,72.2,4.7,340.0,1019.1,2024,3,5,83,Spring,0,Validation
2024-03-24,noida_sector_1,320.0,Very Poor,146.1,262.1,55.0,22.4,9.1,1.89,34.1,0.07,22.1,66.1,8.1,23.0,1020.9,2024,3,6,84,Spring,0,Validation
2024-03-25,noida_sector_1,343.0,Very Poor,176.9,271.8,54.1,19.0,16.6,2.33,37.0,0.06,19.2,70.4,5.8,293.0,1019.6,2024,3,0,85,Spring,0,Validation
2024-03-26,noida_sector_1,323.0,Very Poor,150.2,276.3,51.8,23.4,11.5,2.16,42.4,0.07,20.5,67.5,10.5,358.0,1019.3,2024,3,1,86,Spring,0,Validation
2024-03-27,noida_sector_1,320.0,Very Poor,146.3,241.9,45.5,15.9,11.4,2.13,51.7,0.07,17.3,64.0,6.5,12.0,1019.4,2024,3,2,87,Spring,0,Validation
2024-03-28,noida_sector_1,351.0,Very Poor,186.5,273.1,53.9,15.0,13.3,2.01,37.5,0.07,20.0,71.3,9.5,310.0,1018.9,2024,3,3,88,Spring,0,Validation
2024-03-29,noida_sector_1,303.0,Very Poor,124.5,195.4,48.6,17.0,15.4,2.11,48.4,0.06,21.3,69.0,6.9,1.0,1019.0,2024,3,4,89,Spring,0,Validation
2024-03-30,noida_sector_1,357.0,Very Poor,194.6,286.9,48.2,19.1,15.0,2.24,39.1,0.05,20.8,70.8,9.2,358.0,1017.7,2024,3,5,90,Spring,0,Validation
2024-03-31,noida_sector_1,324.0,Very Poor,151.7,316.3,51.7,17.7,14.4,2.18,45.0,0.06,20.1,58.5,7.3,328.0,1016.5,2024,3,6,91,Spring,0,Validation
2024-04-01,noida_sector_1,309.0,Very Poor,131.9,287.8,43.7,19.4,13.9,1.8,42.5,0.06,21.8,59.0,6.2,32.0,1017.8,2024,4,0,92,Spring,0,Validation
2024-04-02,noida_sector_1,301.0,Very Poor,122.4,284.1,43.4,15.3,12.3,2.14,43.7,0.06,19.1,68.4,7.8,5.0,1016.2,2024,4,1,93,Spring,0,Validation
2024-04-03,noida_sector_1,322.0,Very Poor,149.7,256.0,47.5,17.9,12.6,1.78,57.4,0.07,22.2,64.4,8.2,346.0,1015.5,2024,4,2,94,Spring,0,Validation
2024-04-04,noida_sector_1,267.0,Poor,110.2,243.8,49.5,11.4,9.5,2.06,48.9,0.06,21.5,63.1,10.1,351.0,1015.7,2024,4,3,95,Spring,0,Validation
2024-04-05,noida_sector_1,330.0,Very Poor,160.2,254.5,44.0,18.0,11.7,1.84,45.7,0.06,23.1,66.1,11.0,359.0,1016.0,2024,4,4,96,Spring,0,Validation
2024-04-06,noida_sector_1,321.0,Very Poor,148.2,294.9,49.8,17.4,10.7,2.13,42.5,0.05,24.7,63.6,8.4,17.0,1015.7,2024,4,5,97,Spring,0,Validation
2024-04-07,noida_sector_1,312.0,Very Poor,136.5,263.5,34.8,23.7,11.6,2.17,56.3,0.05,23.0,64.4,10.3,318.0,1015.9,2024,4,6,98,Spring,0,Validation
2024-04-08,noida_sector_1,320.0,Very Poor,146.8,282.6,55.3,17.9,14.1,1.76,54.0,0.06,22.7,70.2,7.1,332.0,1014.5,2024,4,0,99,Spring,0,Validation
2024-04-09,noida_sector_1,300.0,Poor,121.1,266.5,44.7,17.9,16.2,1.86,53.9,0.06,23.3,60.2,7.6,322.0,1016.7,2024,4,1,100,Spring,0,Validation
2024-04-10,noida_sector_1,327.0,Very Poor,155.2,249.3,43.0,16.3,14.7,1.85,57.3,0.06,25.8,69.9,8.7,345.0,1015.9,2024,4,2,101,Spring,0,Validation
2024-04-11,noida_sector_1,318.0,Very Poor,143.7,245.8,40.6,19.0,11.0,2.09,45.9,0.04,24.4,60.5,7.4,353.0,1012.0,2024,4,3,102,Spring,0,Validation
2024-04-12,noida_sector_1,303.0,Very Poor,124.9,238.5,47.0,15.5,11.3,1.67,47.2,0.05,23.7,65.4,9.6,339.0,1013.1,2024,4,4,103,Spring,0,Validation
2024-04-13,noida_sector_1,261.0,Poor,108.5,267.6,51.2,17.0,12.0,1.71,70.8,0.06,23.5,65.4,9.3,9.0,1013.0,2024,4,5,104,Spring,0,Validation
2024-04-14,noida_sector_1,262.0,Poor,108.6,255.8,45.9,19.7,12.3,1.74,49.1,0.06,25.6,64.5,9.6,71.0,1012.6,2024,4,6,105,Spring,0,Validation
2024-04-15,noida_sector_1,236.0,Poor,100.8,254.3,33.0,17.2,11.9,1.8,73.9,0.04,26.1,65.4,8.4,2.0,1015.2,2024,4,0,106,Spring,0,Validation
2024-04-16,noida_sector_1,304.0,Very Poor,126.3,239.0,44.5,22.0,5.7,1.73,49.5,0.05,23.2,65.9,11.2,343.0,1012.8,2024,4,1,107,Spring,0,Validation
2024-04-17,noida_sector_1,309.0,Very Poor,132.3,246.8,32.6,16.7,10.7,1.71,49.9,0.05,21.2,63.5,5.7,35.0,1011.4,2024,4,2,108,Spring,0,Validation
2024-04-18,noida_sector_1,302.0,Very Poor,123.6,250.0,40.7,22.4,12.3,1.61,54.7,0.05,25.6,54.5,3.9,333.0,1011.8,2024,4,3,109,Spring,0,Validation
2024-04-19,noida_sector_1,256.0,Poor,106.9,232.5,46.7,17.2,13.0,1.64,58.8,0.04,24.2,63.5,10.5,7.0,1011.1,2024,4,4,110,Spring,0,Validation
2024-04-20,noida_sector_1,293.0,Poor,117.9,240.3,45.7,19.3,14.4,1.27,58.7,0.05,26.7,56.8,8.0,19.0,1012.6,2024,4,5,111,Spring,0,Validation
2024-04-21,noida_sector_1,311.0,Very Poor,135.5,216.5,37.2,15.0,12.6,1.87,53.5,0.06,27.8,60.6,7.8,51.0,1010.7,2024,4,6,112,Spring,0,Validation
2024-04-22,noida_sector_1,224.0,Poor,97.4,234.4,34.0,24.7,12.1,1.57,62.9,0.05,25.8,58.1,9.6,306.0,1012.3,2024,4,0,113,Spring,0,Validation
2024-04-23,noida_sector_1,288.0,Poor,116.5,222.8,31.1,24.9,11.2,1.32,59.4,0.05,24.5,63.2,8.9,16.0,1009.3,2024,4,1,114,Spring,0,Validation
2024-04-24,noida_sector_1,275.0,Poor,112.7,210.7,41.8,19.1,10.1,1.17,61.8,0.04,26.7,62.7,8.7,15.0,1011.0,2024,4,2,115,Spring,0,Validation
2024-04-25,noida_sector_1,243.0,Poor,102.9,202.2,42.1,18.5,11.7,1.45,58.2,0.05,25.4,59.6,9.4,6.0,1011.4,2024,4,3,116,Spring,0,Validation
2024-04-26,noida_sector_1,284.0,Poor,115.3,213.6,32.2,12.4,10.5,1.24,53.4,0.04,25.3,62.2,9.3,31.0,1010.8,2024,4,4,117,Spring,0,Validation
2024-04-27,noida_sector_1,192.0,Moderate,87.8,205.8,40.7,23.0,12.1,1.65,69.0,0.03,25.8,61.1,7.9,349.0,1008.8,2024,4,5,118,Spring,0,Validation
2024-04-28,noida_sector_1,190.0,Moderate,87.1,227.5,42.0,17.0,15.3,1.84,53.6,0.04,24.5,59.8,8.8,6.0,1011.2,2024,4,6,119,Spring,0,Validation
2024-04-29,noida_sector_1,201.0,Poor,90.6,197.5,35.1,16.0,9.8,1.29,68.8,0.04,27.8,58.0,8.4,31.0,1009.7,2024,4,0,120,Spring,0,Validation
2024-04-30,noida_sector_1,262.0,Poor,108.7,209.5,50.9,19.2,11.7,1.76,66.2,0.05,28.8,33.2,9.3,283.0,1007.4,2024,4,1,121,Spring,0,Validation
2024-05-01,noida_sector_1,277.0,Poor,113.3,235.9,33.7,25.5,11.1,1.67,61.3,0.04,27.7,34.2,13.5,14.0,1007.7,2024,5,2,122,Summer,0,Validation
2024-05-02,noida_sector_1,227.0,Poor,98.3,231.5,31.5,23.4,10.9,1.66,67.4,0.04,28.5,36.9,10.9,9.0,1008.1,2024,5,3,123,Summer,0,Validation
2024-05-03,noida_sector_1,269.0,Poor,110.7,209.0,40.2,21.1,12.0,0.89,69.4,0.05,30.0,32.3,4.9,26.0,1008.0,2024,5,4,124,Summer,0,Validation
2024-05-04,noida_sector_1,257.0,Poor,107.2,181.1,38.6,10.4,14.5,1.23,60.1,0.03,30.6,33.1,6.9,340.0,1009.0,2024,5,5,125,Summer,0,Validation
2024-05-05,noida_sector_1,211.0,Poor,93.4,177.2,34.5,21.3,11.8,1.42,61.5,0.04,29.5,31.9,9.1,335.0,1008.1,2024,5,6,126,Summer,0,Validation
2024-05-06,noida_sector_1,174.0,Moderate,75.8,211.9,42.1,21.9,10.3,1.26,66.2,0.03,33.0,29.6,8.9,359.0,1005.3,2024,5,0,127,Summer,0,Validation
2024-05-07,noida_sector_1,195.0,Moderate,85.7,242.8,36.5,15.3,13.9,1.41,60.5,0.04,29.0,41.2,9.2,16.0,1005.8,2024,5,1,128,Summer,0,Validation
2024-05-08,noida_sector_1,191.0,Moderate,87.5,191.9,29.4,18.6,12.1,1.23,78.1,0.04,31.6,36.8,12.8,19.0,1007.0,2024,5,2,129,Summer,0,Validation
2024-05-09,noida_sector_1,141.0,Moderate,71.8,162.3,54.8,11.5,14.3,1.38,74.7,0.03,26.6,31.2,9.4,312.0,1006.2,2024,5,3,130,Summer,0,Validation
2024-05-10,noida_sector_1,175.0,Moderate,82.6,211.5,40.7,26.5,13.2,1.17,75.7,0.04,29.0,30.9,10.0,0.0,1001.6,2024,5,4,131,Summer,0,Validation
2024-05-11,noida_sector_1,243.0,Poor,103.0,158.5,40.1,12.1,9.5,1.39,74.6,0.05,30.2,36.4,12.7,336.0,1006.2,2024,5,5,132,Summer,0,Validation
2024-05-12,noida_sector_1,176.0,Moderate,82.8,158.0,33.4,20.1,11.7,1.42,66.5,0.04,31.5,29.6,9.0,7.0,1006.8,2024,5,6,133,Summer,0,Validation
2024-05-13,noida_sector_1,171.0,Moderate,70.4,207.2,33.7,17.3,11.9,1.39,83.0,0.04,32.8,34.3,11.1,328.0,1005.8,2024,5,0,134,Summer,0,Validation
2024-05-14,noida_sector_1,193.0,Moderate,87.9,159.6,32.0,21.9,13.9,0.96,62.2,0.02,30.7,33.3,9.0,359.0,1004.4,2024,5,1,135,Summer,0,Validation
2024-05-15,noida_sector_1,194.0,Moderate,88.2,152.3,35.9,9.5,12.2,1.27,61.6,0.02,29.4,41.1,10.8,310.0,1005.7,2024,5,2,136,Summer,0,Validation
2024-05-16,noida_sector_1,227.0,Poor,98.2,191.2,43.7,16.9,14.2,1.34,69.0,0.05,30.3,31.7,8.7,32.0,1007.6,2024,5,3,137,Summer,0,Validation
2024-05-17,noida_sector_1,242.0,Poor,102.6,166.3,38.9,18.3,13.3,1.23,74.8,0.02,33.0,35.4,13.7,314.0,1004.1,2024,5,4,138,Summer,0,Validation
2024-05-18,noida_sector_1,203.0,Poor,90.9,170.9,30.6,19.2,12.3,1.44,73.2,0.04,32.1,36.8,11.1,315.0,1004.4,2024,5,5,139,Summer,0,Validation
2024-05-19,noida_sector_1,160.0,Moderate,78.1,159.8,36.6,19.2,12.8,1.22,80.2,0.03,33.6,34.7,8.5,344.0,1004.1,2024,5,6,140,Summer,0,Validation
2024-05-20,noida_sector_1,149.0,Moderate,74.7,140.9,43.3,23.1,12.6,1.14,66.3,0.04,34.4,36.1,9.7,348.0,1003.0,2024,5,0,141,Summer,0,Validation
2024-05-21,noida_sector_1,154.0,Moderate,76.3,170.8,47.0,16.6,10.0,0.85,69.3,0.02,30.0,42.8,7.1,306.0,1002.2,2024,5,1,142,Summer,0,Validation
2024-05-22,noida_sector_1,175.0,Moderate,82.7,168.2,50.1,19.5,9.4,1.17,79.3,0.03,32.3,45.7,10.8,330.0,1002.2,2024,5,2,143,Summer,0,Validation
2024-05-23,noida_sector_1,140.0,Moderate,56.9,160.9,35.6,22.7,11.7,0.97,64.7,0.03,29.5,45.2,10.6,355.0,1003.7,2024,5,3,144,Summer,0,Validation
2024-05-24,noida_sector_1,183.0,Moderate,85.1,152.7,27.8,22.7,12.5,1.13,68.1,0.04,34.4,39.2,7.5,310.0,1001.7,2024,5,4,145,Summer,0,Validation
2024-05-25,noida_sector_1,135.0,Moderate,65.2,153.3,27.3,12.6,10.2,1.09,70.2,0.03,33.8,47.2,9.4,273.0,1002.9,2024,5,5,146,Summer,0,Validation
2024-05-26,noida_sector_1,140.0,Moderate,72.2,142.8,47.7,13.5,11.0,1.21,74.1,0.03,31.9,50.8,11.0,329.0,1002.7,2024,5,6,147,Summer,0,Validation
2024-05-27,noida_sector_1,151.0,Moderate,59.2,176.5,46.7,23.3,17.9,0.96,74.6,0.03,32.8,42.8,11.5,296.0,1002.7,2024,5,0,148,Summer,0,Validation
2024-05-28,noida_sector_1,135.0,Moderate,56.6,152.9,36.4,17.5,10.3,1.21,71.1,0.03,33.4,40.6,13.0,313.0,1002.4,2024,5,1,149,Summer,0,Validation
2024-05-29,noida_sector_1,141.0,Moderate,68.1,162.7,38.9,18.1,14.7,0.7,74.2,0.02,36.2,47.1,10.8,321.0,1000.2,2024,5,2,150,Summer,0,Validation
2024-05-30,noida_sector_1,164.0,Moderate,79.2,132.3,55.7,19.0,12.8,0.77,74.6,0.03,34.3,41.9,13.5,287.0,1001.9,2024,5,3,151,Summer,0,Validation
2024-05-31,noida_sector_1,119.0,Moderate,55.5,129.1,34.4,17.0,11.7,0.54,74.9,0.03,37.9,52.0,12.2,304.0,1004.4,2024,5,4,152,Summer,0,Validation
2024-06-01,noida_sector_1,131.0,Moderate,69.4,132.0,39.2,21.8,15.9,0.7,73.5,0.02,33.1,41.4,10.0,359.0,1000.7,2024,6,5,153,Summer,0,Validation
2024-06-02,noida_sector_1,132.0,Moderate,54.2,148.0,35.9,14.0,13.7,0.94,84.4,0.04,35.0,51.3,8.3,5.0,1003.3,2024,6,6,154,Summer,0,Validation
2024-06-03,noida_sector_1,123.0,Moderate,67.0,130.8,36.8,19.6,11.6,0.67,70.4,0.03,36.3,46.5,8.8,309.0,1000.5,2024,6,0,155,Summer,0,Validation
2024-06-04,noida_sector_1,139.0,Moderate,65.5,159.8,26.5,14.7,13.9,0.51,70.5,0.03,33.3,54.1,13.2,215.0,999.6,2024,6,1,156,Summer,0,Validation
2024-06-05,noida_sector_1,115.0,Moderate,64.8,123.1,29.2,23.3,10.2,1.07,77.1,0.02,34.2,52.0,13.0,4.0,999.9,2024,6,2,157,Summer,0,Validation
2024-06-06,noida_sector_1,111.0,Moderate,47.8,117.6,32.1,16.7,10.4,0.72,82.2,0.02,35.0,51.3,9.6,316.0,999.8,2024,6,3,158,Summer,0,Validation
2024-06-07,noida_sector_1,128.0,Moderate,51.8,142.9,31.3,13.7,12.5,1.01,78.1,0.01,37.0,44.8,12.0,267.0,999.1,2024,6,4,159,Summer,0,Validation
2024-06-08,noida_sector_1,102.0,Moderate,56.6,103.9,45.8,22.0,15.8,0.81,89.3,0.04,37.7,46.1,7.9,313.0,999.8,2024,6,5,160,Summer,0,Validation
2024-06-09,noida_sector_1,107.0,Moderate,61.5,111.1,32.5,14.1,9.8,0.78,89.1,0.02,37.3,52.6,11.0,269.0,999.9,2024,6,6,161,Summer,0,Validation
2024-06-10,noida_sector_1,91.0,Satisfactory,55.0,78.5,40.7,17.1,12.0,0.55,77.0,0.02,36.9,53.3,13.8,293.0,998.0,2024,6,0,162,Summer,0,Validation
2024-06-11,noida_sector_1,94.0,Satisfactory,49.8,94.9,42.3,20.0,9.7,1.06,83.1,0.03,35.1,47.7,12.1,267.0,1000.5,2024,6,1,163,Summer,0,Validation
2024-06-12,noida_sector_1,82.0,Satisfactory,49.5,80.2,40.7,13.8,17.0,0.94,79.1,0.03,34.9,55.7,13.0,313.0,998.7,2024,6,2,164,Summer,0,Validation
2024-06-13,noida_sector_1,96.0,Satisfactory,44.8,96.4,28.7,13.4,12.8,0.31,76.8,0.02,36.3,55.9,13.4,281.0,998.8,2024,6,3,165,Summer,0,Validation
2024-06-14,noida_sector_1,87.0,Satisfactory,47.5,87.0,27.0,19.2,10.9,0.58,84.6,0.02,39.1,48.0,10.9,306.0,1000.5,2024,6,4,166,Summer,0,Validation
2024-06-15,noida_sector_1,88.0,Satisfactory,46.5,88.2,39.5,8.5,15.0,0.81,78.6,0.02,36.1,51.8,10.8,318.0,1000.1,2024,6,5,167,Summer,0,Validation
2024-06-16,noida_sector_1,87.0,Satisfactory,52.5,77.9,31.8,20.5,11.8,0.25,74.1,0.02,38.6,45.0,12.2,238.0,999.0,2024,6,6,168,Summer,0,Validation
2024-06-17,noida_sector_1,102.0,Moderate,52.0,103.2,44.2,15.9,14.7,0.79,78.9,0.02,36.7,50.5,12.4,243.0,999.5,2024,6,0,169,Summer,0,Validation
2024-06-18,noida_sector_1,83.0,Satisfactory,46.4,83.3,33.2,11.9,12.3,0.31,81.4,0.02,38.4,57.6,9.4,266.0,995.7,2024,6,1,170,Summer,0,Validation
2024-06-19,noida_sector_1,81.0,Satisfactory,45.8,81.7,35.6,19.6,9.1,0.71,80.7,0.02,37.3,45.9,10.1,300.0,1000.6,2024,6,2,171,Summer,0,Validation
2024-06-20,noida_sector_1,76.0,Satisfactory,39.9,76.9,33.9,16.4,10.6,0.48,76.0,0.01,36.5,55.7,11.6,300.0,999.0,2024,6,3,172,Summer,0,Validation
2024-06-21,noida_sector_1,81.0,Satisfactory,48.8,81.9,40.3,13.1,12.2,0.37,92.1,0.01,37.6,57.4,7.9,305.0,1001.2,2024,6,4,173,Summer,0,Validation
2024-06-22,noida_sector_1,83.0,Satisfactory,49.8,82.3,35.1,17.7,15.1,0.66,73.4,0.03,37.9,44.1,11.0,310.0,997.7,2024,6,5,174,Summer,0,Validation
2024-06-23,noida_sector_1,83.0,Satisfactory,49.8,70.0,28.9,11.9,11.0,0.94,78.1,0.02,39.1,52.1,8.8,323.0,1000.2,2024,6,6,175,Summer,0,Validation
2024-06-24,noida_sector_1,80.0,Satisfactory,48.2,74.2,32.9,17.1,16.2,0.81,73.0,0.02,39.1,53.9,10.8,339.0,998.3,2024,6,0,176,Summer,0,Validation
2024-06-25,noida_sector_1,80.0,Satisfactory,36.2,80.1,37.3,15.1,14.7,0.55,74.0,0.02,38.0,51.3,8.1,307.0,997.9,2024,6,1,177,Summer,0,Validation
2024-06-26,noida_sector_1,78.0,Satisfactory,47.2,78.1,26.4,13.3,14.2,0.55,75.4,0.03,35.8,64.7,8.2,255.0,999.4,2024,6,2,178,Summer,0,Validation
2024-06-27,noida_sector_1,70.0,Satisfactory,39.8,70.2,39.2,13.4,15.6,0.64,83.8,0.03,39.3,53.9,14.7,254.0,996.8,2024,6,3,179,Summer,0,Validation
2024-06-28,noida_sector_1,71.0,Satisfactory,42.8,70.7,30.5,17.6,10.2,0.55,86.8,0.03,39.8,58.5,12.5,267.0,996.7,2024,6,4,180,Summer,0,Validation
2024-06-29,noida_sector_1,78.0,Satisfactory,38.4,78.8,45.6,10.7,10.9,0.28,73.0,0.01,39.7,60.6,15.3,283.0,997.1,2024,6,5,181,Summer,0,Validation
2024-06-30,noida_sector_1,85.0,Satisfactory,35.8,85.1,36.3,16.5,14.0,0.26,89.6,0.01,39.0,60.3,15.2,319.0,996.6,2024,6,6,182,Summer,0,Validation
2024-07-01,noida_sector_1,81.0,Satisfactory,35.2,81.6,30.6,14.8,11.1,0.39,74.2,0.01,34.2,58.4,13.5,245.0,996.9,2024,7,0,183,Monsoon,0,Validation
2024-07-02,noida_sector_1,76.0,Satisfactory,46.1,65.0,35.2,12.8,12.2,0.4,81.2,0.01,41.1,59.9,12.5,277.0,996.4,2024,7,1,184,Monsoon,0,Validation
